Protein_Group	Protein_Ids	Protein_Names	Genes	First_Protein_Description	control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4
Q9D0K2	Q9D0K2	SCOT1_MOUSE	Oxct1		51021.9	46778.2	58795.4	56128	41019.3	37258.7	22080	51107.4	45585.9	52397.5	56827.7
Q9D0L4	Q9D0L4	ADCK1_MOUSE	Adck1		6782.19	9373.43	7658.05	4956.88	6453.89	6805.77	4494.62	6256.3	7594.25	7641.6	7999.99
Q9D0M1;Q8R574	Q9D0M1;Q8R574	KPRA_MOUSE;KPRB_MOUSE	Prpsap1;Prpsap2		2642.62	3066.72	2658.89	4369.91	4343.93	4169.9	5468.51	2866.07	4200.8	2988.07	4170.6
Q9D0M3	Q9D0M3	CY1_MOUSE	Cyc1		387975	353450	421124	268070	238861	311755	162711	389891	304007	424541	320196
Q9D0Q7	Q9D0Q7	RM45_MOUSE	Mrpl45		8288	8407.4	7484.26	5937.57	5743.39	7320.43	4091.29	6772.07	6312.52	7615.55	7758.21
Q9D0R2	Q9D0R2	SYTC_MOUSE	Tars1		2672.41	3084.67	2594.16	4797.91	4419.72	3706.61	4494.93	2958.89	4058.49	3117.58	4467.64
Q9D0R8	Q9D0R8	LSM12_MOUSE	Lsm12		1716.79	1631.91	2008.55	2559.55	1851.52	1947.15	976.622	2158.99	1739.86		1537.62
Q9D0S9	Q9D0S9	HINT2_MOUSE	Hint2		37942.3	38571.1	36459.2	45335.7	34950.9	26595.7	24259.5	34356.5	36977.6	34547.9	51734.1
Q9D0T1	Q9D0T1	NH2L1_MOUSE	Snu13		2333.22	4361.03	3117.48	5666.22	6400.78	6198.45	5795.75	3055.7	3687.75	3191.03	3899.44
Q9D0W5	Q9D0W5	PPIL1_MOUSE	Ppil1		1764.51	1364.8	1828.4	2246.05	2648.18	2562.52	3362.35	1960.44	1742.71	1806.77	2545.65
Q9D154	Q9D154	ILEUA_MOUSE	Serpinb1a			987.702	1529.4	4480.82	3028.46	4505.75	4437.49	1852.37	1682.87	2218.57	1939.34
Q9D172	Q9D172	GAL3A_MOUSE	Gatd3		81812.1	82411.9	82435.6	92927.9	66319.4	47692.7	36302.4	67100.8	71395.8	72402.7	88742.3
Q9D1A2	Q9D1A2	CNDP2_MOUSE	Cndp2		7980.12	8113.76	6821.8	16189.4	10901.3	10815.1	14251.9	9320.82	12758	9247.84	9873.22
Q9D1B9	Q9D1B9	RM28_MOUSE	Mrpl28		5634.85	5819.77	5204.35	4892.67	4003.04	4843.3	3052.17	5223.23	4447.58	5175.08	5999.68
Q9D1C8	Q9D1C8	VPS28_MOUSE	Vps28		1733.03	1867.25	1781.73	1712.86	2070.62	3072.94		2250.81		1915.92	
Q9D1D4	Q9D1D4	TMEDA_MOUSE	Tmed10		13875.9	17598.7	14871	14003.2	20654.5	24018.2	26960.4	18613.3	20650.8	17058.8	21616.7
Q9D1E8	Q9D1E8	PLCE_MOUSE	Agpat5			636.735	1357.32	1996.71					1572.94	1269.06	
Q9D1G1	Q9D1G1	RAB1B_MOUSE	Rab1b		4733.43	3561.51	3802.55	5372.95	4051.22	7766.51	6161.11	6337.39	5916.05	5373.8	4783.36
Q9D1G1;P55258;P62821;P61028;Q9DD03;P61027;Q8K386	Q9D1G1;P55258;P62821;P61028;Q9DD03;P61027;Q8K386	RAB10_MOUSE;RAB13_MOUSE;RAB15_MOUSE;RAB1A_MOUSE;RAB1B_MOUSE;RAB8A_MOUSE;RAB8B_MOUSE	Rab10;Rab13;Rab15;Rab1A;Rab1b;Rab8a;Rab8b		18974.5	21530.3	15504.1	28640.6	25938.5	28788.2	27314	21981.9	23228.2	22684.2	28761.3
Q9D1G1;P62821	Q9D1G1;P62821	RAB1A_MOUSE;RAB1B_MOUSE	Rab1A;Rab1b		30554.2	29028.6	27417.9	32391.7	36001.3	36047.2	37995.6	29214.7	33792.5	31214.2	34252.6
Q9D1G3	Q9D1G3	HHATL_MOUSE	Hhatl		20571.5	18537.6	20791.3	16839.9	17166.6	13032.7	8775.92	18106.4	18139.7	21998.1	18898.3
Q9D1H6	Q9D1H6	NDUF4_MOUSE	Ndufaf4		13583.4	16787	14219.2	10843	14512.9	10430	7512.19	15706	14296.3	15801.9	15005.1
Q9D1H7	Q9D1H7	GET4_MOUSE	Get4		2521.21		2125.53	1823.22	2682.8			2610.42	3425.74	2468.81	
Q9D1H8	Q9D1H8	RM53_MOUSE	Mrpl53		4344.52	3976.8	5137.71	3783.16	3738.59	3965.14	2764.84	3643.18	3704.7	4750.2	4708.51
Q9D1H9	Q9D1H9	MFAP4_MOUSE	Mfap4		4875.73	5856.38	5677.63	5230.06	5353.42	7832.75	3144.8	4933.34	4969.05	2742.19	3250.13
Q9D1I2	Q9D1I2	CAR19_MOUSE	Card19		5158.86	4864.32	4515.45	4701.45	4866.85	6375.99	3975.42	5386.46	4892.79	4911.92	6073.42
Q9D1I5	Q9D1I5	MCEE_MOUSE	Mcee		2150.63	2479.34		3662.63	2590.26		3194.32	2113.77	2399.45	2867.49	2274.09
Q9D1I6	Q9D1I6	RM14_MOUSE	Mrpl14		524.334	511.022	672.369		421.143			557.248		831.314	
Q9D1J3	Q9D1J3	SARNP_MOUSE	Sarnp		7610.2	7872.88	8759.15	12006.1	14951.1	11701.8	12801.3	8815.47	9324.17	9438.21	10539.1
Q9D1L0;B2RPU8	Q9D1L0;B2RPU8	B2RPU8_MOUSE;CHCH2_MOUSE	Chchd2;Zbed5		13576.2	13017.6	12173.6	9757.05	8234.08	5262.52	4212.94	11649.2	12090.9	11285.4	8300.31
Q9D1M0	Q9D1M0	SEC13_MOUSE	Sec13		2491.53	2641.94	1874.45	2727.8	3242.15	3216	3889.47	3586.81	3621.45	2643.57	2815.34
Q9D1N9	Q9D1N9	RM21_MOUSE	Mrpl21		3387.88	4649.5	4017.23	3209.14	3972.34	3834.36	3257.39	4491.53	3403.31	4226.01	4563.48
Q9D1P0	Q9D1P0	RM13_MOUSE	Mrpl13		5928.32	5348.71	6945.02	4086.13	4233.36	5406.39		4284.83	5520.31	5410.8	5820.51
Q9D1P4	Q9D1P4	CHRD1_MOUSE	Chordc1		1342.24	2174.94	2669.45	2855.16	3123.17		2834.74	1892.73	1850.38	1632.95	4343.65
Q9D1Q4	Q9D1Q4	DPM3_MOUSE	Dpm3		3701.66	5578.7	3798.81	4376.3	5978.72	8018	5770.63	4884.52	5578.09	5486.12	5825.79
Q9D1Q6	Q9D1Q6	ERP44_MOUSE	Erp44		7408.52	7212.21	6467.46	10060	11204.9	9340.94	11128.8	9594.72	7492.96	8870.19	8591.67
Q9D1R9	Q9D1R9	RL34_MOUSE	Rpl34		14045.7	15975.6	15437.9	27812.8	28647.3	25562.6	20825.4	19581.9	20315.1	17705.4	17354.4
Q9D1X0	Q9D1X0	NOL3_MOUSE	Nol3		888.997	727.907	813.605	1189.03	1468.83			1079.64	2089.52	1109.69	1345.42
Q9D281	Q9D281	NXP20_MOUSE	Fam114a1		2407.64	3669.73	3672.42	5212.71	4400.45	5329.71	4814.2	4017.26	5613.24	3921.98	5286.22
Q9D2G2	Q9D2G2	ODO2_MOUSE	Dlst		183172	184626	193633	159679	134319	121522	79435.8	199766	181382	190907	162778
Q9D2L5;Q640N1	Q9D2L5;Q640N1	AEBP1_MOUSE;CPXM2_MOUSE	Aebp1;Cpxm2		1701.94	3441.63	2493.56	3613.11	8499.12	4320.29		2527.63	12594.2		5544.49
Q9D2M8;Q9CZY3	Q9D2M8;Q9CZY3	UB2V1_MOUSE;UB2V2_MOUSE	Ube2v1;Ube2v2		6833.45	7969.51	7144.5	11915.6	8754.69	8969.5		7559.26	7483.12	8972.14	9865.58
Q9D2N4	Q9D2N4	DTNA_MOUSE	Dtna		6298.29	6727.61	6324.09	4754.59	4558.24	5017.01	3488.11	7149.02	6127.02	7049.19	6265.79
Q9D2N4;O70585	Q9D2N4;O70585	DTNA_MOUSE;DTNB_MOUSE	Dtna;Dtnb		4053.28	3378.52	3967.34	2518.06	3413.34	3838.4	3876.25	4302.43	4699.09	4357.27	4949.17
Q9D2Q8	Q9D2Q8	S10AE_MOUSE	S100a14		980.973	703.427	537.573	4879.38	1523.38	2154.56	2822.46	1245.12	2308.84		1514.28
Q9D2R6	Q9D2R6	COA3_MOUSE	Coa3		15816.1	18065.9	14984	11442.3	14668.8	16870.7	10813.3	15795.8	17015.6	16399.6	17089.4
Q9D2V7	Q9D2V7	CORO7_MOUSE	Coro7		1709.76	2000.89		4239.82	4427.09	4602.54	5527.51	2117.77	2394.13	6753.02	
Q9D2V8	Q9D2V8	MFS10_MOUSE	Mfsd10			1072.6	1624.56	1101.21	1548.76	1923.59	2214.07	1575.96	1355.56		
Q9D312;Q9Z2K1;Q61781;Q9QWL7;P08730;Q61414;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P13646;Cont_P19012;Cont_P35900;Cont_Q04695;Cont_P08730;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61414;Cont_Q61781	Q9D312;Q9Z2K1;Q61781;Q9QWL7;P08730;Q61414;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P13646;Cont_P19012;Cont_P35900;Cont_Q04695;Cont_P08730;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61414;Cont_Q61781	K1C13_HUMAN;K1C13_MOUSE;K1C14_HUMAN;K1C14_MOUSE;K1C15_HUMAN;K1C15_MOUSE;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C17_MOUSE;K1C20_HUMAN;K1C20_MOUSE;K1C42_MOUSE	KRT13;KRT14;KRT15;KRT16;KRT17;KRT20;Krt13;Krt14;Krt15;Krt16;Krt17;Krt20;Krt42		12614.9		4560.08	29557.9	5184.37		15563.1	6368.07	12903.7	2516.4	5124.66
Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P35900;Cont_Q04695;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61781	Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P35900;Cont_Q04695;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61781	K1C14_HUMAN;K1C14_MOUSE;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C17_MOUSE;K1C20_HUMAN;K1C20_MOUSE;K1C42_MOUSE	KRT14;KRT16;KRT17;KRT20;Krt14;Krt16;Krt17;Krt20;Krt42		8984.37		2673.45	22689.1	4912.01		11139.2	8105.52	10961.7		
Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q8CCX5;P08730;Q61414;P19001;Q6IFX2;Cont_P02533;Cont_P08727;Cont_P08779;Cont_P13646;Cont_P19012;Cont_P35900;Cont_Q04695;Cont_Q8N1A0;Cont_P08730;Cont_P19001;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61414;Cont_Q61781;Cont_Q8CCX5	Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q8CCX5;P08730;Q61414;P19001;Q6IFX2;Cont_P02533;Cont_P08727;Cont_P08779;Cont_P13646;Cont_P19012;Cont_P35900;Cont_Q04695;Cont_Q8N1A0;Cont_P08730;Cont_P19001;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61414;Cont_Q61781;Cont_Q8CCX5	K1C13_HUMAN;K1C13_MOUSE;K1C14_HUMAN;K1C14_MOUSE;K1C15_HUMAN;K1C15_MOUSE;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C17_MOUSE;K1C19_HUMAN;K1C19_MOUSE;K1C20_HUMAN;K1C20_MOUSE;K1C42_MOUSE;KT222_HUMAN;KT222_MOUSE	KRT13;KRT14;KRT15;KRT16;KRT17;KRT19;KRT20;KRT222;Krt13;Krt14;Krt15;Krt16;Krt17;Krt19;Krt20;Krt222;Krt42		7619.36	6568.48	3896.39	23550	3548.69	15089.2	10484.1	5065.74	8532.62	2018.36	3241.61
Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q8CCX5;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P35900;Cont_Q04695;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61781;Cont_Q8CCX5	Q9D312;Q9Z2K1;Q61781;Q9QWL7;Q8CCX5;Q6IFX2;Cont_P02533;Cont_P08779;Cont_P35900;Cont_Q04695;Cont_Q6IFX2;Cont_Q9D312;Cont_Q9QWL7;Cont_Q9Z2K1;Cont_Q61781;Cont_Q8CCX5	K1C14_HUMAN;K1C14_MOUSE;K1C16_HUMAN;K1C16_MOUSE;K1C17_HUMAN;K1C17_MOUSE;K1C20_HUMAN;K1C20_MOUSE;K1C42_MOUSE;KT222_MOUSE	KRT14;KRT16;KRT17;KRT20;Krt14;Krt16;Krt17;Krt20;Krt222;Krt42		4467.55	790.868	1595.83	13259.8	1952.97	19314.9	8604.01	3227.42	7005.39	764.659	2883.81
Q9D338	Q9D338	RM19_MOUSE	Mrpl19		1820.73	1669.39	1343.17	1578.23	1484.48			2203.81	1643.98	2070.71	
Q9D358	Q9D358	PPAC_MOUSE	Acp1		5407.57	5847.42	4909.01	6663.12	6078.82	5015.86	3279.63	4722.89	4770.88	4981.35	5194.95
Q9D379	Q9D379	HYEP_MOUSE	Ephx1		29554.7	33048	22079	19058.7	26253.6	29982.5	33108.3	26980.3	31514.9	23218.7	27440.5
Q9D394;Q8R4C2;Q8BIJ7	Q9D394;Q8R4C2;Q8BIJ7	RUFY1_MOUSE;RUFY2_MOUSE;RUFY3_MOUSE	Rufy1;Rufy2;Rufy3		4013.03	4339.31	4678.36	4866.75	3972.14	5079.38	5678.77	3816.82	3395.63	8652.4	5007.69
Q9D3B1	Q9D3B1	HACD2_MOUSE	Hacd2		2844.71	6472.9	4306.07	2620.82	4625.88	5639.58	5922.95	4301.12	4645.35	5488.65	5663.88
Q9D3D9	Q9D3D9	ATPD_MOUSE	Atp5f1d		230019	219478	152653	136531	185855	133802	81316.3	217985	258846	216515	186152
Q9D404	Q9D404	OXSM_MOUSE	Oxsm		1912.76	1543.65	1641.35	1853.03	1037.15	1902.98		1720.02	1590.92	2504.16	
Q9D4E6;P29341	Q9D4E6;P29341	PABP1_MOUSE;Q9D4E6_MOUSE	Pabpc1;Pabpc6		2884.96	4002.19	2840.6	7703.94	8999.91	10169.1	11773.3	5081.95	6375.66	3961.68	3745.97
Q9D4V7	Q9D4V7	RABL3_MOUSE	Rabl3		22015.8	22537.1		20745.1		26818.7	14820.4	18603.5		19644.1	18658
Q9D517	Q9D517	PLCC_MOUSE	Agpat3		8031.05	8194.48	7903.44	6748.24	6369.8	6392.45	4105.69	8226.57	6873.24	8346.34	7250.6
Q9D518	Q9D518	F227B_MOUSE	Fam227b		2682.44	5307.06	9018.31	4570.7	9148.63			10824.9	8262.6		
Q9D554	Q9D554	SF3A3_MOUSE	Sf3a3		4092.9	3053.56	3551.45	5033.65	6781.15	5565.17	6180.54	4439.24	4903.74	3743.05	4852.25
Q9D5T0	Q9D5T0	ATAD1_MOUSE	Atad1		11629.5	11416	11721.7	9463.25	10295.5	8299.65	6592.61	11114	11742.6	11211.6	9987.54
Q9D5V1	Q9D5V1	Q9D5V1_MOUSE	Actl11		4308.47	4100.76	4261.82	5094.13	4121.55	3721.96		5300.09	4622.89	5029.44	5819.83
Q9D5V5	Q9D5V5	CUL5_MOUSE	Cul5		5447.91	6212.93	6165.13	6007.03	6948.5	8084.21	5324.09	5726	6743.44	6648.72	6035.84
Q9D646;Cont_O76011;Cont_Q9D646	Q9D646;Cont_O76011;Cont_Q9D646	KRT34_HUMAN;KRT34_MOUSE	KRT34;Krt34							4383.11				4669.78	
Q9D646;Q497I4;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q9D646;Cont_P02534;Cont_P25690	Q9D646;Q497I4;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q9D646;Cont_P02534;Cont_P25690	K1H1_HUMAN;K1H2_HUMAN;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KRT35_HUMAN;KRT35_MOUSE;KT33A_HUMAN;KT33B_HUMAN	KRT31;KRT32;KRT33A;KRT33B;KRT34;KRT35;Krt34;Krt35		777.079		713.359			2219.76	1803.38	307.596	3584.69	26734.8	
Q9D646;Q497I4;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_P02534;Cont_P25690	Q9D646;Q497I4;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_P02534;Cont_P25690	K1C40_MOUSE;K1H1_HUMAN;K1H1_MOUSE;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KRT35_HUMAN;KRT35_MOUSE;KT33A_HUMAN;KT33B_HUMAN;KT33B_MOUSE	KRT31;KRT33A;KRT33B;KRT34;KRT35;Krt31;Krt33b;Krt34;Krt35;Krt40			813.855				4090.99			1872.12	7130.5	1517.45
Q9D646;Q497I4;Q8K0Y2;Q61897;Q61765;Cont_O76009;Cont_Q14525;Cont_Q15323;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	Q9D646;Q497I4;Q8K0Y2;Q61897;Q61765;Cont_O76009;Cont_Q14525;Cont_Q15323;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	K1H1_HUMAN;K1H1_MOUSE;K1M1_SHEEP;K1M2_SHEEP;KRT34_MOUSE;KRT35_MOUSE;KT33A_HUMAN;KT33A_MOUSE;KT33B_HUMAN;KT33B_MOUSE	KRT31;KRT33A;KRT33B;Krt31;Krt33a;Krt33b;Krt34;Krt35		1822.18		1588.86				2868.28	1647.26	2868.12	28405	2757.55
Q9D646;Q497I4;Q8K0Y2;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	Q9D646;Q497I4;Q8K0Y2;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_Q14525;Cont_Q15323;Cont_Q92764;Cont_Q497I4;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	K1C40_MOUSE;K1H1_HUMAN;K1H1_MOUSE;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KRT35_HUMAN;KRT35_MOUSE;KT33A_HUMAN;KT33A_MOUSE;KT33B_HUMAN;KT33B_MOUSE	KRT31;KRT33A;KRT33B;KRT34;KRT35;Krt31;Krt33a;Krt33b;Krt34;Krt35;Krt40											3750.01	
Q9D646;Q61765;Cont_O76011;Cont_Q61765;Cont_Q9D646	Q9D646;Q61765;Cont_O76011;Cont_Q61765;Cont_Q9D646	K1H1_MOUSE;KRT34_HUMAN;KRT34_MOUSE	KRT34;Krt31;Krt34											2575.36	
Q9D646;Q8K0Y2;Cont_O76009;Cont_O76011;Cont_Q9D646;Cont_Q8K0Y2;Cont_P25690	Q9D646;Q8K0Y2;Cont_O76009;Cont_O76011;Cont_Q9D646;Cont_Q8K0Y2;Cont_P25690	K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KT33A_HUMAN;KT33A_MOUSE	KRT33A;KRT34;Krt33a;Krt34										2917.02	16151.1	
Q9D646;Q8K0Y2;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_O76014;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	Q9D646;Q8K0Y2;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_O76014;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	K1H1_HUMAN;K1H1_MOUSE;K1H2_HUMAN;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KRT37_HUMAN;KT33A_HUMAN;KT33A_MOUSE;KT33B_HUMAN;KT33B_MOUSE	KRT31;KRT32;KRT33A;KRT33B;KRT34;KRT37;Krt31;Krt33a;Krt33b;Krt34		2735.12					3302.14			3924.7	22893.3	
Q9D646;Q8K0Y2;Q61897;Q61765;Cont_Q15323;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534	Q9D646;Q8K0Y2;Q61897;Q61765;Cont_Q15323;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q8K0Y2;Cont_P02534	K1H1_HUMAN;K1H1_MOUSE;K1M1_SHEEP;KRT34_MOUSE;KT33A_MOUSE;KT33B_MOUSE	KRT31;Krt31;Krt33a;Krt33b;Krt34		2187.31								1838.55	14272	
Q9D646;Q8K0Y2;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_O76013;Cont_O76015;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q6A162;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	Q9D646;Q8K0Y2;Q6IFX3;Q61897;Q61765;Cont_O76009;Cont_O76011;Cont_O76013;Cont_O76015;Cont_Q14525;Cont_Q14532;Cont_Q15323;Cont_Q6A162;Cont_Q61765;Cont_Q9D646;Cont_Q61897;Cont_Q6IFX3;Cont_Q8K0Y2;Cont_P02534;Cont_P25690	K1C40_HUMAN;K1C40_MOUSE;K1H1_HUMAN;K1H1_MOUSE;K1H2_HUMAN;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT34_MOUSE;KRT36_HUMAN;KRT38_HUMAN;KT33A_HUMAN;KT33A_MOUSE;KT33B_HUMAN;KT33B_MOUSE	KRT31;KRT32;KRT33A;KRT33B;KRT34;KRT36;KRT38;KRT40;Krt31;Krt33a;Krt33b;Krt34;Krt40		2875.51					7670.26	5098.9		5069.76	47254.5	2544.11
Q9D666	Q9D666	SUN1_MOUSE	Sun1			2706.65	2803.97		3168.66			2602.64	2907.19		
Q9D6D0	Q9D6D0	Q9D6D0_MOUSE	Slc25a27		15313.8										16496.5
Q9D6F9;P68372	Q9D6F9;P68372	TBB4A_MOUSE;TBB4B_MOUSE	Tubb4a;Tubb4b		114801	112746	134956	162813	117237	82168.5	65232	122072	139022	134435	108040
Q9D6J5	Q9D6J5	NDUB8_MOUSE	Ndufb8		130476	96576.7	139865	89451.4	62604.2	68051.1	34702.7	108351	98882.4	110076	85888.2
Q9D6J6	Q9D6J6	NDUV2_MOUSE	Ndufv2		102442	96588.4	127806	104169	69461	61838	42474.4	110437	110216	114477	92999.5
Q9D6K5	Q9D6K5	SYJ2B_MOUSE	Synj2bp		2249.61	1910.77	2175.77	2219.07	1763.74	2236.3		2502.54	2622.51	2072.58	2233.92
Q9D6K8	Q9D6K8	FUND2_MOUSE	Fundc2		9187.88	15431.9	10855.5	10440.5	11064.7	8572.08	7746.07	11116.6	12544.5	13140.5	12820.4
Q9D6M3	Q9D6M3	GHC1_MOUSE	Slc25a22		5219.69	5129.58	4515.84	4611.1	3809.9	4307.8	3385.16	3805.1	3704.94	4861.27	4360.27
Q9D6M3;Q9DB41	Q9D6M3;Q9DB41	GHC1_MOUSE;GHC2_MOUSE	Slc25a18;Slc25a22		6271.28	7964.17	7556.76	6472.85	9315.59	8526.45		8404.8	7159.49	7855.79	6886.5
Q9D6N5	Q9D6N5	NC2A_MOUSE	Drap1		1686.02	2946.8	2267.29	1830.68	2975.42	2048.43	2185.47	2433.81	1988.93	3015.33	1725.75
Q9D6R2	Q9D6R2	IDH3A_MOUSE	Idh3a		399685	386953	402797	381855	331071	248985	125327	383634	450571	437501	371315
Q9D6S7	Q9D6S7	RRFM_MOUSE	Mrrf		5171.31	4479.01	5022.64	5307.18	4414.92	4768.69	3269.58	4528.18	4424.73	5187.47	5338.32
Q9D6U8	Q9D6U8	F162A_MOUSE	Fam162a		43782	36678	47542.9	30288.9	25306.7	37545.6	16045.6	43510.9	32810.4	36344.5	32516.9
Q9D6Y7	Q9D6Y7	MSRA_MOUSE	Msra		7054.39	5853.35	6456.5	9125.99	7390.42	4973.73	5926.54	6100.57	7734.71	6511.99	7698.81
Q9D6Y9	Q9D6Y9	GLGB_MOUSE	Gbe1		4656.92	4551.03	4223.82	5310.02	4683.39	2825.97	3242.49	4503.82	5233.12	5250.04	6181.37
Q9D6Z1	Q9D6Z1	NOP56_MOUSE	Nop56		2585.88	3081.74	3525.36	5923.11	5880.63	6410.38	6381.82	4238.52	3724.04	4167.54	4600.8
Q9D708	Q9D708	S10AG_MOUSE	S100a16		732.95		1045.1	2879.63	1720.79	1608.35		1214.6	1941.96		1098.11
Q9D710	Q9D710	TMX2_MOUSE	Tmx2		6057.9	6079.25	7095.28	4789.65	5328.55	7671.63	5717.31	6784.06	5680.1	6658.3	6224.08
Q9D783	Q9D783	KLH40_MOUSE	Klhl40		3342.59	4940.42	2884.56	15761	17898.6	18230.8	9175.74	6412.5	6415.13	5476.19	4596.93
Q9D7A8	Q9D7A8	ARMC1_MOUSE	Armc1		5498.93	5398.7	5397.28	4297.53	4594.82	4618.93	1939.46	5335.1	5057.29	5474.29	4887.33
Q9D7B6	Q9D7B6	ACAD8_MOUSE	Acad8		10091.5	9859	11008.4	9273.13	8191.9	8778.21	6659.32	10853.8	8744.95	10325.3	9197.87
Q9D7C9	Q9D7C9	NRK2_MOUSE	Nmrk2					6941.56	5318.18	4233.43		1358.61	2030.48		4337.06
Q9D7G0;G3UXL2	Q9D7G0;G3UXL2	G3UXL2_MOUSE;PRPS1_MOUSE	Prps1;Prps1l3		1666.34		1504.54	2566.25	971.562	1624.44	1315.64	1200.63			
Q9D7G0;Q8C5R8;G3UXL2	Q9D7G0;Q8C5R8;G3UXL2	G3UXL2_MOUSE;PRPS1_MOUSE;Q8C5R8_MOUSE	Prps1;Prps1l1;Prps1l3		3324.25	2696.53	2297.76	3832.45		3524.15	3418.58	3201.26	5080.62	4308.12	2863.61
Q9D7J4	Q9D7J4	COX20_MOUSE	Cox20		12276.2	12873.7	16394.2	11681.8	10213.6	9808.03	5568.61	13218.9	10933.1	14186.2	11864.5
Q9D7J9	Q9D7J9	ECHD3_MOUSE	Echdc3		14660.4	16451.5	15111.1	15483	14934.6	11892	7594.74	14892.8	14978.9	15113.4	16610.9
Q9D7M8	Q9D7M8	RPB4_MOUSE	Polr2d										6550.46		
Q9D7N3	Q9D7N3	RT09_MOUSE	Mrps9		3108.83	3368.26	2632.84	2866.25	3272.29	5506.33	4566.31	3126.78	2473.43	3885.79	4161.13
