control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4	Protein_Group	Protein_Ids	Protein_Names	Genes
15.55554199	16.00163651	15.66832542	13.97637653	14.58110619	14.75619125	13.44665718	15.18684578	15.16804504	14.72115231	14.88068867	Q9JK53	Q9JK53	PRELP_MOUSE	Prelp
14.89646053	14.82905865	14.97385883	15.09069538	14.87779236	14.9398365	14.10532761	15.07995605	15.05404472	15.15664768	15.00216484	Q9JK92	Q9JK92	HSPB8_MOUSE	Hspb8
11.06645966	11.39010429	11.18821144	12.40961075	12.3771534	11.49622917	12.00169277	10.85420609	11.59351254	11.20762444	11.59336758	Q9JKB3	Q9JKB3	YBOX3_MOUSE	Ybx3
12.18852425	12.39816666	12.04725361	13.20876598	13.55132389	13.7050705	14.10166359	12.74077606	12.78547287	12.37518024	12.50146866	Q9JKF1	Q9JKF1	IQGA1_MOUSE	Iqgap1
10.94272709	11.5414114	11.26618958	11.67514992	12.74133873	12.42652988	12.80115891	11.89905834	11.93293476	11.21445847	11.81479836	Q9JKF1;F8VQ29;Q3UQ44	Q9JKF1;F8VQ29;Q3UQ44	F8VQ29_MOUSE;IQGA1_MOUSE;IQGA2_MOUSE	Iqgap1;Iqgap2;Iqgap3
12.12247181	12.1499567	12.23237324	12.16460228	12.02846527	11.83894825	9.296068192	12.02137947	12.16984081	12.10765553	12.17135525	Q9JKF7	Q9JKF7	RM39_MOUSE	Mrpl39
13.31407356	14.0763483	12.88452339	12.79514694	12.77739906	12.83603096	10.35501766	13.27930832	12.71711731	13.06764793	13.59678364	Q9JKK7;P49813;Q9JHJ0	Q9JKK7;P49813;Q9JHJ0	TMOD1_MOUSE;TMOD2_MOUSE;TMOD3_MOUSE	Tmod1;Tmod2;Tmod3
13.34764862	13.55952072	13.18093014	12.58295345	12.92725945	13.28394794	12.56224728	13.30231094	13.29017735	13.21231556	13.2923069	Q9JKL4	Q9JKL4	NDUF3_MOUSE	Ndufaf3
13.13610363	13.20932388	13.10055065	9.874099731	13.33932114	13.11990452	13.01964951	13.31211758	13.22895241	13.16146469	13.37540627	Q9JKP5	Q9JKP5	MBNL1_MOUSE	Mbnl1
11.83391762	11.8109808	11.94360256	12.03413486	11.95072365	12.27502728	12.05661106	11.59353161	11.79003906	11.49584007	11.83887291	Q9JKP5;Q8C181	Q9JKP5;Q8C181	MBNL1_MOUSE;MBNL2_MOUSE	Mbnl1;Mbnl2
11.34095192	11.02251339	11.23857212	11.8731823	11.45858097	11.38162899	10.20330524	11.70234585	11.54288197	11.43824577	10.56881714	Q9JKP5;Q8R003;Q8C181	Q9JKP5;Q8R003;Q8C181	MBNL1_MOUSE;MBNL2_MOUSE;MBNL3_MOUSE	Mbnl1;Mbnl2;Mbnl3
12.11252403	12.44770336	12.3304739	13.42928886	13.484231	13.12245274	13.26040936	12.65447521	12.99060345	12.73901272	12.76778126	Q9JKR6	Q9JKR6	HYOU1_MOUSE	Hyou1
17.49629211	17.26199341	17.71137047	16.80736732	16.58107567	16.32754898	15.56767368	17.53367996	17.26426888	17.43995285	17.24928093	Q9JKS4	Q9JKS4	LDB3_MOUSE	Ldb3
11.77284241	11.05983829	11.6963501	11.39706993	11.81818676	10.87993336	12.22938919	11.59439468	11.64594173	11.20266819	11.37919426	Q9JKV5	Q9JKV5	SCAM4_MOUSE	Scamp4
9.739228249	10.3771534	10.3201685	12.2220068	12.83244133	13.10337448	13.41948605	11.19577789	8.785286903	9.558542252	11.38147259	Q9JL26	Q9JL26	FMNL1_MOUSE	Fmnl1
11.78418922	11.47609329	11.18610764	12.99238777	12.18252754	12.57224751	12.85890198	11.60042381	12.63000774	9.861812592	11.65054035	Q9JLF6	Q9JLF6	TGM1_MOUSE	Tgm1
10.98806667	11.1540966	11.52883053	10.86129665	11.57498169	10.02402878	11.00257778	10.38622856	11.1668911	11.5840416	10.98948002	Q9JLH8	Q9JLH8	TMOD4_MOUSE	Tmod4
11.91194248	11.74249935	12.02146626	11.45231819	11.42343616	9.190205574	11.27015495	11.78874302	11.73028374	12.15612698	11.8234663	Q9JLH8;P49813	Q9JLH8;P49813	TMOD1_MOUSE;TMOD4_MOUSE	Tmod1;Tmod4
12.33928776	12.5207634	11.54781532	12.0525341	12.38206482	12.31735897	11.98110676	12.13969803	12.02300262	11.96994019	12.1928196	Q9JLI2	Q9JLI2	Q9JLI2_MOUSE	Col5a3
11.56826019	11.47066879	11.19240952	11.64437485	11.93395233	11.90695858	11.49336052	11.33782864	11.70267487	11.32740688	11.61978436	Q9JLI8	Q9JLI8	SART3_MOUSE	Sart3
11.92095947	12.30767059	11.98998356	12.48247528	12.41676331	11.8958025	12.69199848	12.03299618	11.58737946	12.11135769	12.18585396	Q9JLJ2	Q9JLJ2	AL9A1_MOUSE	Aldh9a1
7.899753094	12.09054947	12.52111244	12.07247066	9.934820175	9.733694077	10.15876102	12.51807976	12.55813408	12.5323143	12.59215546	Q9JLM9	Q9JLM9	GRB14_MOUSE	Grb14
11.23533821	12.28685474	10.8622961	10.94982624	11.91047764	10.21367836	12.30584812	11.78089619	11.6072197	11.4325161	9.660461426	Q9JLQ0	Q9JLQ0	CD2AP_MOUSE	Cd2ap
10.86556339	11.06661415	10.75638103	11.44041729	11.5409565	11.99864006	11.45833015	10.7840538	11.13900089	10.5616703	11.04319859	Q9JLQ2	Q9JLQ2	GIT2_MOUSE	Git2
11.99559784	12.27574062	11.89745235	12.55896378	12.75946999	12.73557281	12.89599514	12.44153309	12.47935867	12.07955456	12.81626797	Q9JLR1;P61620	Q9JLR1;P61620	S61A1_MOUSE;S61A2_MOUSE	Sec61a1;Sec61a2
10.76329517	10.39138317	11.10431004	10.77370834	11.24897671	11.86341953	11.25752926	10.39889336	10.60667324	11.43520164	10.88760185	Q9JLR9	Q9JLR9	HIG1A_MOUSE	Higd1a
13.11357784	12.75654602	13.01861954	12.87443161	12.45690918	12.62693214	11.50829029	12.73546886	12.31252575	12.75576401	12.85711384	Q9JLT4	Q9JLT4	TRXR2_MOUSE	Txnrd2
13.64949226	13.55245304	13.82644939	13.91174793	13.72710133	13.68410206	13.18777752	13.78178978	13.73372555	13.78587151	13.84266472	Q9JLV1	Q9JLV1	BAG3_MOUSE	Bag3
11.44940662	11.50662041	11.78214264	11.94927979	11.81722736	11.83781719	11.960042	11.76729107	11.64939117	9.739019394	11.83099079	Q9JLV5	Q9JLV5	CUL3_MOUSE	Cul3
11.50923061	11.30272484	11.29769039	12.0287075	12.16213322	12.30357552	12.4655838	11.37100315	11.16205788	11.37683105	10.20712662	Q9JLV6	Q9JLV6	PNKP_MOUSE	Pnkp
14.76006508	14.65342712	14.85430336	14.5308876	14.27944374	14.37336159	13.34064293	14.60988903	14.28494644	14.81438732	14.70441723	Q9JLZ3	Q9JLZ3	AUHM_MOUSE	Auh
13.90527439	14.0151453	13.80627728	15.04005814	14.86100483	14.99257088	15.4602766	14.05062199	14.23143101	14.04478645	14.31855679	Q9JM76	Q9JM76	ARPC3_MOUSE	Arpc3
12.20273876	11.1965065	8.796221733	14.33934879	14.88425636	14.17061329	14.12925911	12.53154469	13.40757275	12.93041229	12.9305191	Q9JM99	Q9JM99	PRG4_MOUSE	Prg4
10.96755791	10.23796272	11.13847065	11.7023716	11.7577486	11.47662449	11.04128265	11.07499123	11.66462517	11.46836472	11.60860157	Q9JMA1	Q9JMA1	UBP14_MOUSE	Usp14
12.45498276	12.45763969	12.5310154	12.81390762	12.92061138	12.58747005	11.62604237	12.8514719	12.87274456	12.86453819	13.10175037	Q9JMC3	Q9JMC3	DNJA4_MOUSE	Dnaja4
11.20278549	11.19807625	11.54940414	11.76681042	12.14087105	11.77593899	12.03200817	11.44951534	11.3741703	11.188941	11.60210991	Q9JMD0	Q9JMD0	ZN207_MOUSE	Znf207
12.29411793	12.55858803	12.09163666	12.32409859	12.69160652	11.99116707	11.19347	12.42041016	13.41719341	11.97321987	13.14171124	Q9JMD3	Q9JMD3	STA10_MOUSE	Stard10
12.51204872	12.76611233	12.64489269	13.02621269	12.96888447	12.70050716	12.74437332	12.63983345	12.53025055	12.66637516	12.70186996	Q9JMG1	Q9JMG1	EDF1_MOUSE	Edf1
12.14048195	12.3954916	12.1136446	13.2761097	12.91527653	12.95135021	12.73344135	12.32490349	12.54308701	12.33697224	12.42647934	Q9JMH6	Q9JMH6	TRXR1_MOUSE	Txnrd1
12.5073061	12.6583519	12.60794258	12.89877129	12.82236767	13.05055141	12.67930889	12.92348003	12.8749485	12.91209412	12.96165562	Q9JMH9	Q9JMH9	MY18A_MOUSE	Myo18a
12.04989243	11.3358202	12.28039646	12.68119907	12.40622139	12.45437622	12.3831749	11.91983509	12.18078899	11.86529636	12.28782177	Q9QUI0	Q9QUI0	RHOA_MOUSE	Rhoa
11.1885643	10.67389202	10.86896896	11.99949932	11.40686893	10.01704597	11.61170292	10.80989647	11.26370335	11.40058613	9.37225914	Q9QUI0;Q62159	Q9QUI0;Q62159	RHOA_MOUSE;RHOC_MOUSE	Rhoa;Rhoc
11.6515274	11.8757534	11.92129421	12.83710575	12.95208263	12.53692245	12.07178402	11.94547653	12.25663948	11.74533367	11.99191475	Q9QUI0;Q9CR99;Q62159	Q9QUI0;Q9CR99;Q62159	Q9CR99_MOUSE;RHOA_MOUSE;RHOC_MOUSE	4930544G11Rik;Rhoa;Rhoc
10.13395119	9.745664597	9.295303345	12.46293449	12.04649353	13.6788969	14.21196461	9.200626373	8.944739342	9.164762497	9.350102425	Q9QUM0	Q9QUM0	ITA2B_MOUSE	Itga2b
12.92254162	13.04286289	12.9871664	13.72675037	13.60174751	13.34759331	13.32607841	13.28929806	13.6388092	13.09483337	13.38083935	Q9QUM9	Q9QUM9	PSA6_MOUSE	Psma6
11.80322266	11.41053581	11.75006676	12.49039459	12.01445675	12.3435545	11.6601963	11.54866314	12.08068466	11.7243948	11.82717991	Q9QUR6	Q9QUR6	PPCE_MOUSE	Prep
10.52847385	11.3614397	11.07219982	11.75844383	11.4729805	9.915194511	11.07854462	11.58365631	11.55801868	11.57388878	11.51588249	Q9QUR7;Q3ULQ2	Q9QUR7;Q3ULQ2	PIN1_MOUSE;Q3ULQ2_MOUSE	Pin1;Pin1rt1
10.42916584	8.200396538	10.26128387	12.6279192	11.63558197	12.17418289	11.57064819	8.72841835	10.78500271	11.11193085	10.89799404	Q9QWK4	Q9QWK4	CD5L_MOUSE	Cd5l
10.70343685	10.99796295	10.95910358	11.55954933	11.52365971	11.74528313	12.13795185	10.89250469	11.02074337	10.89521885	11.20853329	Q9QWR8	Q9QWR8	NAGAB_MOUSE	Naga
12.07110023	12.01229954	11.86579514	11.99745464	11.55506325	10.17486286	11.70415878	12.49707317	12.25657749	12.75698376	9.449257851	Q9QWV4	Q9QWV4	MLF1_MOUSE	Mlf1
12.1678381	12.18461514	12.23360157	11.55241966	11.8506012	9.699097633	12.24725723	12.18159676	12.05689812	12.53771591	12.53265572	Q9QWW1	Q9QWW1	HOME2_MOUSE	Homer2
10.12088585	10.09143543	10.41943359	10.74827671	10.46603584	10.32562065	11.12260151	10.7632618	9.712798119	10.62379932	10.21264267	Q9QX47	Q9QX47	SON_MOUSE	Son
10.59835911	10.37356091	10.9793539	11.14009476	10.68761158	11.43832397	10.44815731	10.804389	11.4937706	8.48952198	11.17471981	Q9QXB9	Q9QXB9	DRG2_MOUSE	Drg2
11.31537628	11.40035152	11.50352764	11.81210899	11.51894283	11.97992134	12.00029945	11.59192467	11.46867466	11.13305283	12.07886124	Q9QXK3	Q9QXK3	COPG2_MOUSE	Copg2
9.195306778	10.96259975	10.00963306	9.750154495	10.76479721	9.92655468	9.737192154	11.16808319	11.49058056	11.16064072	11.06168175	Q9QXN0	Q9QXN0	SHRM3_MOUSE	Shroom3
14.995471	15.04748154	15.04204845	15.30963612	15.46655464	15.43838215	15.23060226	15.21291065	15.35316372	15.11737156	15.20593071	Q9QXS1	Q9QXS1	PLEC_MOUSE	Plec
13.62494373	13.35768986	13.85533524	14.00285053	13.61015987	13.79320717	13.70368767	13.73860931	14.01927757	13.70406532	13.59165096	Q9QXS1;Q8R0W0	Q9QXS1;Q8R0W0	EPIPL_MOUSE;PLEC_MOUSE	Eppk1;Plec
14.20558739	14.08232403	14.27436352	14.57544518	14.73532295	14.65295124	14.30557728	14.37666798	14.64476299	14.39900398	14.6576643	Q9QXS1;Q9QXZ0	Q9QXS1;Q9QXZ0	MACF1_MOUSE;PLEC_MOUSE	Macf1;Plec
11.45738602	10.84341908	11.35727119	12.73389626	12.84708309	12.06830788	12.37804794	12.10229111	12.69027328	12.44204426	12.40496826	Q9QXS6	Q9QXS6	DREB_MOUSE	Dbn1
15.27700043	14.84210491	15.46021271	14.98379517	14.30456543	14.52474976	13.9661541	14.98941231	13.81571388	14.90104103	14.66239548	Q9QXX4	Q9QXX4	CMC2_MOUSE	Slc25a13
15.60836124	15.56165791	16.02717018	15.55529022	15.29127502	15.70015812	14.89015961	15.82166195	15.47313786	15.77531719	15.72979641	Q9QXX4;Q8BH59	Q9QXX4;Q8BH59	CMC1_MOUSE;CMC2_MOUSE	Slc25a12;Slc25a13
13.65227318	13.65013218	13.7139883	14.32781887	14.11807346	14.04347134	13.58736706	14.42377949	14.30045223	14.07898426	14.17895222	Q9QXY6;Q9EQP2	Q9QXY6;Q9EQP2	EHD3_MOUSE;EHD4_MOUSE	Ehd3;Ehd4
11.79044247	11.97968197	11.7357502	12.09389305	12.14058971	12.56459713	12.31743813	12.34880829	12.35868168	12.30355549	12.37004662	Q9QXZ0	Q9QXZ0	MACF1_MOUSE	Macf1
10.68960476	10.82837486	10.92237663	10.99739838	11.206563	11.63801003	9.651597023	10.91170692	10.92943573	11.11785126	11.21587849	Q9QY36;Q3UX61;Q9CQX6	Q9QY36;Q3UX61;Q9CQX6	NAA10_MOUSE;NAA11_MOUSE;Q9CQX6_MOUSE	Naa10;Naa11;Naa12
14.4082098	14.56531048	14.40037251	14.29657173	14.39497185	14.63571835	13.8285532	14.37731934	14.51225281	14.44973564	14.29316235	Q9QY76	Q9QY76	VAPB_MOUSE	Vapb
11.76739025	11.92668533	11.96275902	11.74740028	11.59073162	12.22246265	11.77052307	11.69273281	11.55449295	11.90875244	11.76973438	Q9QY80	Q9QY80	HACD1_MOUSE	Hacd1
9.237183571	9.677145958	8.774136543	10.34183025	10.68739319	10.56754684	11.3691721	10.41461277	10.94511986	8.424117088	8.922395706	Q9QY81	Q9QY81	PO210_MOUSE	Nup210
12.77314377	12.6548624	12.78679657	12.95084381	12.68391991	12.39987087	12.10490322	12.94624996	12.70591068	12.72086811	12.58388901	Q9QYA2	Q9QYA2	TOM40_MOUSE	Tomm40
13.7144928	13.67302227	13.62796688	14.94692039	14.55221844	14.32842255	14.15061951	13.7910099	14.04324913	13.79712486	14.04506874	Q9QYB1	Q9QYB1	CLIC4_MOUSE	Clic4
13.7477417	13.6423111	13.4773407	13.31092548	13.96612644	13.7538538	13.84678364	13.75918102	13.63292694	13.70881462	13.90738869	Q9QYB5	Q9QYB5	ADDG_MOUSE	Add3
13.04603958	12.84396458	12.72431755	12.78620434	12.9911356	13.02576447	13.08226395	13.11357403	12.90140629	12.85885906	13.11513424	Q9QYC0	Q9QYC0	ADDA_MOUSE	Add1
10.7343626	10.97359657	11.00493717	11.0073843	10.42433453	11.51218224	11.30442524	11.22309113	10.84701824	11.08519363	9.935581207	Q9QYF1	Q9QYF1	RDH11_MOUSE	Rdh11
15.69657326	15.62018871	15.55146503	15.91649342	15.35986614	15.23857975	14.49912357	15.48826027	15.39509869	15.67941952	15.52279282	Q9QYG0	Q9QYG0	NDRG2_MOUSE	Ndrg2
10.95747948	10.34753323	9.974873543	11.16261196	10.92785168	10.90180206	10.5874958	10.93730736	10.35141373	10.98608398	11.01208687	Q9QYI5	Q9QYI5	DNJB2_MOUSE	Dnajb2
14.11381531	14.0939455	14.21731377	14.2545042	14.05976677	14.00903225	13.7570982	14.07750893	14.04123974	13.97727108	14.15049267	Q9QYJ0	Q9QYJ0	DNJA2_MOUSE	Dnaja2
12.23510742	12.27357674	12.0221529	11.69904709	12.0639782	12.16833973	11.96927834	12.551898	12.99631786	12.43969631	12.72881794	Q9QYR6	Q9QYR6	MAP1A_MOUSE	Map1a
15.26720333	15.43861961	15.16857815	15.8692255	15.48154736	15.27727604	14.33490181	15.45206738	15.21562004	15.47291279	15.79274178	Q9QYR7;Q32Q92;Q8BWN8;Q9QYR9;Q6Q2Z6;O55137	Q9QYR7;Q32Q92;Q8BWN8;Q9QYR9;Q6Q2Z6;O55137	ACOT1_MOUSE;ACOT2_MOUSE;ACOT3_MOUSE;ACOT4_MOUSE;ACOT5_MOUSE;ACOT6_MOUSE	Acot1;Acot2;Acot3;Acot4;Acot5;Acot6
13.80553246	13.59547901	13.78106213	14.27378845	13.82192326	13.34852028	12.99878979	13.79100037	13.48523808	14.10126972	13.95468712	Q9QYR9	Q9QYR9	ACOT2_MOUSE	Acot2
14.05326366	14.07452583	14.02519989	14.59815693	13.8923912	13.47354126	12.77456284	14.04437733	14.07329655	14.39631081	14.50892735	Q9QYR9;O55137	Q9QYR9;O55137	ACOT1_MOUSE;ACOT2_MOUSE	Acot1;Acot2
12.66224957	12.74941444	12.5329771	13.16129684	13.41465855	13.36700535	13.00619411	13.07436752	13.24329758	13.29065228	12.99638557	Q9QYS9	Q9QYS9	QKI_MOUSE	Qki
15.12101936	15.09613895	15.02323055	9.107611656	15.82127285	15.38408852	15.15591335	15.25959206	15.22515488	15.02897263	15.35721493	Q9QYX7	Q9QYX7	PCLO_MOUSE	Pclo
12.18623543	12.09898949	11.87310219	12.37665462	12.34634209	12.53607464	12.63166809	12.11398315	12.42285061	12.47154617	12.30601597	Q9QZ06	Q9QZ06	TOLIP_MOUSE	Tollip
11.30135918	11.90889549	11.53310585	11.57070446	11.74153423	11.35771179	10.34507465	11.92527294	11.67679024	11.75039673	11.9816885	Q9QZ08	Q9QZ08	NAGK_MOUSE	Nagk
12.2681942	12.08021164	12.17440796	12.68661213	12.44604969	9.584638596	10.21764851	12.21533298	12.60377693	12.51420116	12.81177235	Q9QZ23	Q9QZ23	NFU1_MOUSE	Nfu1
11.69564629	11.64958382	11.6807642	11.75331306	11.85958481	9.530265808	10.01463795	11.77169991	11.54277515	11.83022213	11.92209721	Q9QZ57	Q9QZ57	HSPB3_MOUSE	Hspb3
10.59496784	10.81807041	10.74550629	10.07096577	11.30280495	11.83006001	11.36628437	10.71101284	11.42507458	11.08736992	11.82873535	Q9QZ88	Q9QZ88	VPS29_MOUSE	Vps29
12.46990108	12.66267967	12.9345293	13.27535439	13.41822147	13.56974888	13.50483131	13.05757523	13.233284	13.05122566	13.09521866	Q9QZD9	Q9QZD9	EIF3I_MOUSE	Eif3i
11.74065781	12.10278893	11.590868	11.98023605	12.58542728	12.47115231	12.53542614	12.15126419	12.4246254	11.95933151	12.40745068	Q9QZE5	Q9QZE5	COPG1_MOUSE	Copg1
11.56306744	11.5672617	11.78141689	11.7426424	10.01006317	10.75564289	12.12083721	11.51520729	11.72733784	11.91624546	11.89282322	Q9QZF2	Q9QZF2	GPC1_MOUSE	Gpc1
12.9866724	12.6793108	13.05048847	13.23863792	12.83887291	12.4964571	12.14295292	12.96267509	12.93183994	13.09560108	12.98008251	Q9QZH3;Q99KR7	Q9QZH3;Q99KR7	PPIE_MOUSE;PPIF_MOUSE	Ppie;Ppif
12.77278423	13.06761456	13.05028725	12.60539341	12.88101292	12.76924324	12.22702885	13.08511543	13.0550499	13.29813385	13.2421236	Q9QZH6	Q9QZH6	ECSIT_MOUSE	Ecsit
11.68356514	12.43806648	12.46052265	11.67322922	9.443393707	10.46849155	10.19244862	11.86297035	9.145244598	10.33971596	10.38360977	Q9QZJ6	Q9QZJ6	MFAP5_MOUSE	Mfap5
12.0156765	12.16672802	12.13390923	12.36636353	12.34188843	12.5513525	12.62130833	12.36898136	12.20659351	12.31545258	12.58232784	Q9QZN4	Q9QZN4	FBX6_MOUSE	Fbxo6
11.69375229	11.79135418	11.59621811	11.87305546	11.74612427	12.26865578	11.49655437	11.85826492	12.02365398	12.07679558	12.04127216	Q9QZQ1	Q9QZQ1	AFAD_MOUSE	Afdn
13.52823448	14.06179333	13.68567944	14.25217724	14.9750061	14.74865437	15.22815323	13.90129089	13.7784977	13.30552006	13.88954163	Q9QZQ8	Q9QZQ8	H2AY_MOUSE	Macroh2a1
13.76657009	14.39667797	13.57765293	13.48128223	13.97630405	14.05201626	13.17845917	14.08824158	14.30988884	13.22191525	13.26480484	Q9QZR9	Q9QZR9	CO4A4_MOUSE	Col4a4
13.03725338	13.10996151	12.802104	12.47253609	12.8350935	12.75353622	9.893961906	13.22952366	13.17585659	9.251994133	12.68403435	Q9QZS0	Q9QZS0	CO4A3_MOUSE	Col4a3
15.01169014	15.05425262	14.88774395	13.98555756	14.85248566	14.63726425	14.11480808	15.04475307	15.027915	14.82694054	14.74375629	Q9QZZ6	Q9QZZ6	DERM_MOUSE	Dpt
10.61971569	11.42898846	10.10842037	10.39229107	10.69367027	9.710802078	10.69510651	10.18920708	10.62433815	10.24669266	10.547019	Q9R045	Q9R045	ANGL2_MOUSE	Angptl2
12.56507587	12.54020786	12.82983017	12.59721661	11.87777519	12.04162884	11.70515251	12.68904972	12.6174078	12.27859211	12.93619823	Q9R062	Q9R062	GLYG_MOUSE	Gyg1
14.14188385	13.96228123	13.86233711	13.63110924	13.88726807	13.72883415	13.71753693	13.99547577	14.0897646	13.90644932	13.85268593	Q9R069	Q9R069	BCAM_MOUSE	Bcam
10.52960587	10.89529514	10.90359592	10.37982273	9.770741463	11.50901794	11.69801044	10.62792587	10.75542164	11.37264729	9.361409187	Q9R078	Q9R078	AAKB1_MOUSE	Prkab1
11.61518383	11.83209515	11.35540104	12.61940861	12.94765854	12.53664303	12.76082611	12.13478851	12.40925026	12.23517323	12.04797935	Q9R0E1	Q9R0E1	PLOD3_MOUSE	Plod3
11.6255722	11.97026062	11.63206387	12.26062012	12.40677643	11.38431454	10.91625977	12.17224312	12.35417271	12.03480244	12.30996227	Q9R0E2	Q9R0E2	PLOD1_MOUSE	Plod1
12.17124557	12.4172039	12.30990028	11.74860764	11.77017689	11.9646225	12.26281738	12.03270054	12.05388546	12.10460854	12.41228676	Q9R0H0	Q9R0H0	ACOX1_MOUSE	Acox1
11.75809383	11.45946217	11.29302311	11.75149345	12.22332859	12.34327221	12.55201817	11.89598465	12.11590195	11.95542145	12.05083179	Q9R0K7;G5E829;Q0VF55;Q6Q477	Q9R0K7;G5E829;Q0VF55;Q6Q477	AT2B1_MOUSE;AT2B2_MOUSE;AT2B4_MOUSE;Q0VF55_MOUSE	Atp2b1;Atp2b2;Atp2b3;Atp2b4
11.63724518	11.12581348	11.65644264	11.55447388	11.80199528	12.25543308	12.05102158	11.87437057	11.55943489	11.30354691	11.25647449	Q9R0M4	Q9R0M4	PODXL_MOUSE	Podxl
11.03694916	11.02884579	10.90027809	12.06811333	11.35767841	10.50404549	10.4302454	8.884198189	11.22727299	11.22846985	9.796156883	Q9R0N0	Q9R0N0	GALK1_MOUSE	Galk1
13.43363762	13.2443018	13.00943375	14.11724567	13.47953987	13.39393997	12.78638172	13.19070911	13.29380226	12.93769932	13.27184963	Q9R0P3	Q9R0P3	ESTD_MOUSE	Esd
13.80963707	14.0170517	13.75555515	14.67282295	14.30283165	14.07401562	13.90534019	14.02216816	14.36533165	13.98246765	13.84272385	Q9R0P5	Q9R0P5	DEST_MOUSE	Dstn
12.35812378	12.48760414	12.20899296	12.48149395	13.0399828	12.57186604	13.15112877	12.42457294	12.26690674	12.03662395	12.64012527	Q9R0P6	Q9R0P6	SC11A_MOUSE	Sec11a
11.6949625	11.51710796	11.35036469	12.04053307	11.87637901	10.23718548	10.65118027	11.59316254	12.4589777	11.62574959	12.24689484	Q9R0P9	Q9R0P9	UCHL1_MOUSE	Uchl1
9.847315788	10.30173588	9.926893234	10.94483662	10.61033249	10.95180225	10.52687073	10.48332214	10.50178719	10.38624001	9.95074749	Q9R0Q3	Q9R0Q3	TMED2_MOUSE	Tmed2
13.10841846	13.26094437	13.43785572	13.23638153	13.22967529	12.79399967	12.73940754	13.10251904	13.29823494	13.31978512	13.57421494	Q9R0Q6	Q9R0Q6	ARC1A_MOUSE	Arpc1a
11.51462555	11.14145565	11.32179832	12.39455605	11.51411247	11.62922001	10.98153877	11.38577652	12.09926891	8.441760063	9.949144363	Q9R0Q7	Q9R0Q7	TEBP_MOUSE	Ptges3
11.28026009	11.05478096	11.63939095	12.15034389	12.62105846	12.90320778	12.40403748	11.90019512	12.35215378	11.96633244	12.15788078	Q9R0U0	Q9R0U0	SRS10_MOUSE	Srsf10
11.99264431	11.67826557	11.89984035	11.92044544	12.01710033	9.594718933	11.89969254	12.14581108	11.74648476	11.77276421	12.4962368	Q9R0X4	Q9R0X4	ACOT9_MOUSE	Acot9
13.6624012	13.88468552	13.7471962	13.76333714	14.01251125	13.744771	13.60523605	13.83041573	13.96348286	13.7446661	13.90207386	Q9R0X4;Q32MW3	Q9R0X4;Q32MW3	ACO10_MOUSE;ACOT9_MOUSE	Acot10;Acot9
15.94928837	15.73769665	15.76011658	16.45284843	15.95744228	15.51407337	14.84273815	15.90199852	16.09020615	15.81672382	16.0912075	Q9R0Y5	Q9R0Y5	KAD1_MOUSE	Ak1
9.708720207	9.529780388	8.783911705	12.36106396	12.01147938	12.53011131	12.49143505	8.40045929	10.28959274	10.11075687	9.518571854	Q9R111	Q9R111	GUAD_MOUSE	Gda
13.25468159	13.48571587	13.43036079	13.12761879	13.14242268	13.31259918	13.17480087	13.277174	12.96585655	13.28973103	13.41493607	Q9R112	Q9R112	SQOR_MOUSE	Sqor
12.05416679	12.30513287	11.83910942	12.68805122	12.83052731	12.92550087	13.08825779	12.45729923	12.58500004	12.2913065	12.4675312	Q9R190	Q9R190	MTA2_MOUSE	Mta2
14.55039787	14.61143398	14.65630245	15.26446819	15.27384663	15.30942345	15.34992027	14.90598392	14.9584074	14.70722961	14.91951561	Q9R1P0	Q9R1P0	PSA4_MOUSE	Psma4
11.22367001	11.30930614	11.09934807	11.75084496	11.959589	12.4046545	12.15107346	11.39380836	11.43805885	11.19491673	11.50300121	Q9R1P1	Q9R1P1	PSB3_MOUSE	Psmb3
13.02675819	13.10251904	13.10025692	13.41120625	13.26874542	13.65172482	13.43702412	13.18788528	13.20748997	12.95862484	13.13516712	Q9R1P3	Q9R1P3	PSB2_MOUSE	Psmb2
14.2925806	14.36117649	14.3598938	14.97138214	14.95088387	14.81718826	14.9272089	14.64051628	14.95320034	14.60082436	14.65883064	Q9R1P4	Q9R1P4	PSA1_MOUSE	Psma1
12.73750973	12.74185658	12.46458435	12.51511383	12.92579174	13.68896103	13.71554375	12.90466118	12.63898087	12.35074902	12.64013672	Q9R1Q7	Q9R1Q7	PLP2_MOUSE	Plp2
13.78275204	13.79477119	13.58515072	15.64866066	14.94760036	14.67637062	15.11568546	14.22998333	14.73643875	13.997118	13.9528141	Q9R1Q8;Q9WVA4	Q9R1Q8;Q9WVA4	TAGL2_MOUSE;TAGL3_MOUSE	Tagln2;Tagln3
8.80714035	10.9470377	10.45023155	11.52476692	11.46342182	10.98681641	9.826368332	10.88469696	11.4900589	10.53805351	11.12953377	Q9R1T2	Q9R1T2	SAE1_MOUSE	Sae1
11.40480137	10.45072651	11.07685566	10.89560604	9.559072495	9.726256371	11.64060688	9.02067852	11.39968395	8.419200897	11.54608727	Q9R1Z8	Q9R1Z8	VINEX_MOUSE	Sorbs3
